,Data,Shuffle mean,Shuffle min,Shuffle max
0,0.23207942242839225,0.22798930844060272,0.19047062987538632,0.26983271414809645
1,0.16397359808866935,0.14493042622829627,0.12039251336136163,0.16921220213025714
2,0.07827606783403937,0.09638994464292985,0.07779966478507525,0.11660187170255293
3,0.07534852347401819,0.07952795776168538,0.06588666238984968,0.09549210412719077
4,0.06319133566047222,0.06749161948242935,0.05609330055705541,0.07868836356521314
5,0.05263971418575229,0.05736931038928377,0.04787431022012636,0.06818940329644956
6,0.04551212823995208,0.04920942117098189,0.04037986754689993,0.05844564271204367
7,0.03605132842600197,0.04289894974802757,0.034264438350486835,0.0510276228268504
8,0.03388298140440539,0.03724193635724718,0.02898550724637673,0.045130855164377925
9,0.03162941283900428,0.03268992531789009,0.026247469929412032,0.0400525672328794
10,0.02898550724637683,0.02816669205448001,0.02152010234203117,0.03387966444292844
11,0.027270949206078858,0.024694984629420002,0.019523296391073305,0.030894990948966167
12,0.023021162933355765,0.02153431815576839,0.014492753623188418,0.027879370789536617
13,0.017080154567689083,0.018641994358122433,0.01377615189710439,0.024091314503728322
14,0.014492753623188415,0.01596723774536119,0.011689625470759501,0.020861248766402125
15,0.014188419002449848,0.013550440537496622,0.007246376811594206,0.018740576221419378
16,0.011452991574339782,0.01124370233818962,0.007246376811594197,0.014704347529574403
17,0.010584166833128907,0.009242556343332937,0.006785833931600577,0.014099439033974002
18,0.007246376811594207,0.007564417695038882,0.0044637922798126395,0.012957084421778904
19,0.007246376811594203,0.00607725597670538,7.877042097610842e-35,0.010777960812975598
20,0.0072463768115941995,0.004324651594758039,0.0,0.007246376811594206
21,0.006917869672543578,0.0022878198820111876,0.0,0.007246376811594192
22,0.00631826061413814,0.0007996226689770512,0.0,0.005533421587912578
23,0.005364121711220769,0.00016550648096420227,0.0,1.2869300642090586e-34
